"Date"	"amu"	"am_group"
2015-09-01	0.0292191328658582	"ExtPenicillins"
2015-10-01	-0.0554659810347005	"ExtPenicillins"
2015-11-01	0.304707229078208	"ExtPenicillins"
2015-12-01	-0.00650108828513396	"ExtPenicillins"
2016-01-01	0.0712169886622611	"ExtPenicillins"
2016-02-01	-0.28127794730036	"ExtPenicillins"
2016-03-01	0.180148360650339	"ExtPenicillins"
2016-04-01	-0.0855018243506898	"ExtPenicillins"
2016-05-01	0.646766899274887	"ExtPenicillins"
2016-06-01	0.176306592900538	"ExtPenicillins"
2016-07-01	-0.127389075850996	"ExtPenicillins"
2016-08-01	-0.463113067100036	"ExtPenicillins"
2016-09-01	0.0137427397586549	"ExtPenicillins"
2016-10-01	0.159070083402263	"ExtPenicillins"
2016-11-01	0.346222674544002	"ExtPenicillins"
2016-12-01	-0.246689784240399	"ExtPenicillins"
2017-01-01	-0.0580432225348702	"ExtPenicillins"
2017-02-01	0.678086385753737	"ExtPenicillins"
2017-03-01	0.614595833157573	"ExtPenicillins"
2017-04-01	1.20348768575185	"ExtPenicillins"
2017-05-01	0.00316146445851828	"ExtPenicillins"
2017-06-01	-0.261184911145829	"ExtPenicillins"
2017-07-01	-1.16481117369496	"ExtPenicillins"
2017-08-01	0.268193133960537	"ExtPenicillins"
2017-09-01	0.560359308401392	"ExtPenicillins"
2017-10-01	0.244412733594928	"ExtPenicillins"
2017-11-01	0.0884566078174061	"ExtPenicillins"
2017-12-01	-0.160388142651836	"ExtPenicillins"
2018-01-01	0.456860034422597	"ExtPenicillins"
2018-02-01	0.0950169112099033	"ExtPenicillins"
2018-03-01	-0.17928779457586	"ExtPenicillins"
2018-04-01	0.118891501457341	"ExtPenicillins"
2018-05-01	-0.403517821697875	"ExtPenicillins"
2018-06-01	0.745693946428833	"ExtPenicillins"
2018-07-01	-0.400304383654262	"ExtPenicillins"
2018-08-01	-0.686862870323736	"ExtPenicillins"
2018-09-01	-0.786576201192208	"ExtPenicillins"
2018-10-01	-0.121426912185676	"ExtPenicillins"
2018-11-01	0.363945563047075	"ExtPenicillins"
2018-12-01	0.00149264638416824	"ExtPenicillins"
2019-01-01	0.448146663943529	"ExtPenicillins"
2019-02-01	-0.0669687295690622	"ExtPenicillins"
2019-03-01	0.0201290496014721	"ExtPenicillins"
2019-04-01	-0.422553592448192	"ExtPenicillins"
2019-05-01	-0.0454259888572146	"ExtPenicillins"
2019-06-01	-0.405756181685227	"ExtPenicillins"
2019-07-01	-0.22883304366097	"ExtPenicillins"
2019-08-01	-0.31664934736267	"ExtPenicillins"
2019-09-01	0.220495492982963	"ExtPenicillins"
2019-10-01	0.0263584153306269	"ExtPenicillins"
2019-11-01	0.675528781861942	"ExtPenicillins"
2019-12-01	0.207900407076167	"ExtPenicillins"
2020-01-01	0.556595621968462	"ExtPenicillins"
2020-02-01	-0.513361054269129	"ExtPenicillins"
2020-03-01	0.262637173640204	"ExtPenicillins"
2020-04-01	0.41626535683308	"ExtPenicillins"
2020-05-01	1.02696864042512	"ExtPenicillins"
2020-06-01	0.56413312061807	"ExtPenicillins"
2020-07-01	0.154341903162532	"ExtPenicillins"
2020-08-01	0.403626388258662	"ExtPenicillins"
2020-09-01	0.455807586682525	"ExtPenicillins"
2020-10-01	0.0562373885394969	"ExtPenicillins"
2020-11-01	-0.722066929528292	"ExtPenicillins"
2020-12-01	-0.087436306743232	"ExtPenicillins"
2021-01-01	-0.0466211382725028	"ExtPenicillins"
2021-02-01	0.0534147954120421	"ExtPenicillins"
2021-03-01	-0.616472045895094	"ExtPenicillins"
2021-04-01	-1.23927329859325	"ExtPenicillins"
2021-05-01	-0.578478764943142	"ExtPenicillins"
2021-06-01	-0.0019603444233951	"ExtPenicillins"
2021-07-01	0.483851433679305	"ExtPenicillins"
2021-08-01	0.452055260786892	"ExtPenicillins"
2021-09-01	-0.0731860643628082	"ExtPenicillins"
2021-10-01	0.495869677696831	"ExtPenicillins"
2021-11-01	-0.502776514500688	"ExtPenicillins"
2021-12-01	-0.703156949590802	"ExtPenicillins"
2022-01-01	-1.46073007995878	"ExtPenicillins"
2022-02-01	-0.660525833379996	"ExtPenicillins"
2022-03-01	-0.275837880815093	"ExtPenicillins"
2022-04-01	-0.594084115837457	"ExtPenicillins"
2022-05-01	-0.163714568404878	"ExtPenicillins"
2022-06-01	-0.123640257316431	"ExtPenicillins"
2022-07-01	0.231705142890267	"ExtPenicillins"
2022-08-01	-0.424876483788431	"ExtPenicillins"
2022-09-01	-0.656127828144939	"ExtPenicillins"
2022-10-01	0.026483670935562	"ExtPenicillins"
2022-11-01	0.120967008805007	"ExtPenicillins"
2022-12-01	0.231334739268469	"ExtPenicillins"
2013-04-01	0.0469792707284995	"Lincosamides"
2013-05-01	-0.0783711607617619	"Lincosamides"
2013-06-01	-0.424751567953745	"Lincosamides"
2013-07-01	-0.0256591494789618	"Lincosamides"
2013-08-01	0.141336401002125	"Lincosamides"
2013-09-01	0.120275321954097	"Lincosamides"
2013-10-01	-0.153374500759664	"Lincosamides"
2013-11-01	-0.350200608345308	"Lincosamides"
2013-12-01	-0.000488533885704356	"Lincosamides"
2014-01-01	0.325922179143294	"Lincosamides"
2014-02-01	-0.100208420085156	"Lincosamides"
2014-03-01	-0.0733880121422494	"Lincosamides"
2014-04-01	-0.555372192934531	"Lincosamides"
2014-05-01	0.226066659575107	"Lincosamides"
2014-06-01	-0.222909023098481	"Lincosamides"
2014-07-01	-0.111525181058656	"Lincosamides"
2014-08-01	-0.24786501079971	"Lincosamides"
2014-09-01	0.150207554446531	"Lincosamides"
2014-10-01	-0.316635800156867	"Lincosamides"
2014-11-01	-0.538210810283772	"Lincosamides"
2014-12-01	-0.203711962173106	"Lincosamides"
2015-01-01	-0.0268851778382704	"Lincosamides"
2015-02-01	0.248643180963377	"Lincosamides"
2015-03-01	0.0185401411106838	"Lincosamides"
2015-04-01	-0.00574637080613272	"Lincosamides"
2015-05-01	0.175304589584901	"Lincosamides"
2015-06-01	0.206274820181054	"Lincosamides"
2015-07-01	0.111398777340707	"Lincosamides"
2015-08-01	-0.370296937080344	"Lincosamides"
2015-09-01	-0.425271894614003	"Lincosamides"
2015-10-01	-0.527121245458899	"Lincosamides"
2015-11-01	-0.168514489660208	"Lincosamides"
2015-12-01	-0.576826072997635	"Lincosamides"
2016-01-01	-0.189205087180605	"Lincosamides"
2016-02-01	-0.468449944752791	"Lincosamides"
2016-03-01	0.419126343260716	"Lincosamides"
2016-04-01	-0.170192313476832	"Lincosamides"
2016-05-01	0.717617885743438	"Lincosamides"
2016-06-01	-0.278169199276777	"Lincosamides"
2016-07-01	0.389182460153705	"Lincosamides"
2016-08-01	-0.306456619274108	"Lincosamides"
2016-09-01	0.255377618372096	"Lincosamides"
2016-10-01	-0.171157202440803	"Lincosamides"
2016-11-01	0.23301975078396	"Lincosamides"
2016-12-01	-0.46008916368077	"Lincosamides"
2017-01-01	-0.144540214189336	"Lincosamides"
2017-02-01	-0.217290121184091	"Lincosamides"
2017-03-01	0.0784313078396188	"Lincosamides"
2017-04-01	-0.214195544257967	"Lincosamides"
2017-05-01	0.324120361724738	"Lincosamides"
2017-06-01	0.91400557183889	"Lincosamides"
2017-07-01	0.89136319895354	"Lincosamides"
2017-08-01	0.482868705841291	"Lincosamides"
2017-09-01	0.260299688855461	"Lincosamides"
2017-10-01	0.6510161738539	"Lincosamides"
2017-11-01	0.248588377051696	"Lincosamides"
2017-12-01	0.0444545868377944	"Lincosamides"
2018-01-01	-0.520600308433604	"Lincosamides"
2018-02-01	-0.18737557943366	"Lincosamides"
2018-03-01	-0.757965794790415	"Lincosamides"
2018-04-01	0.0426131206117297	"Lincosamides"
2018-05-01	-0.411007182285225	"Lincosamides"
2018-06-01	0.0954567439135197	"Lincosamides"
2018-07-01	-0.372041596280596	"Lincosamides"
2018-08-01	-0.360418019284907	"Lincosamides"
2018-09-01	-0.125011437245369	"Lincosamides"
2018-10-01	-0.043911971914433	"Lincosamides"
2018-11-01	-0.0766690764284395	"Lincosamides"
2018-12-01	-0.576418938010239	"Lincosamides"
2019-01-01	-0.352466683761834	"Lincosamides"
2019-02-01	-0.0898195167036899	"Lincosamides"
